"",Member ID,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
8,168,openended3,"I would require more information about what the city is already doing to mitigate urban heat, and what gaps there are in order to speak to local officials about my concerns.",1,31,41.62,11.07,97.57,,31,19.35,93.55,70.97,61.29,12.9,6.45,6.45,0,0,0,0,6.45,9.68,3.23,0,19.35,12.9,12.9,3.23,0,16.13,9.68,3.23,6.45,0,0,6.45,6.45,0,6.45,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,3.23,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,22.58,0,0,19.35,0,0,3.23,3.23,3.23,6.45,0,0,0,0,0,0,6.45,3.23,3.23,0,0,0,0,0
8,168,openended4,"During this year's summer camp at my community center, one of the kids started having symptoms of heat exhaustion (nausea, headache) on one of the hottest days of the summer so far.",1,32,99,58.66,96.5,1,32,18.75,96.88,65.63,50,6.25,3.13,3.13,0,0,0,0,3.13,21.88,9.38,6.25,21.88,3.13,3.13,3.13,0,6.25,6.25,12.5,3.13,3.13,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,3.13,0,3.13,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,12.5,0,0,6.25,0,0,6.25,18.75,3.13,0,0,0,0,0,0,0,18.75,3.13,6.25,0,0,3.13,6.25,0
8,168,openended5,We are looking into planting more trees in our neighborhood to combat pollution. I'm not aware of other actions we could take.,1,22,45.12,96.39,79.84,1,11,22.73,81.82,72.73,59.09,18.18,18.18,4.55,13.64,0,0,0,0,13.64,0,0,18.18,13.64,0,0,4.55,22.73,13.64,4.55,13.64,13.64,0,0,18.18,0,18.18,4.55,0,4.55,0,0,9.09,0,4.55,0,4.55,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,4.55,4.55,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,18.18,4.55,0,9.09,4.55,0,0,0,0,9.09,0,0,0,0,0,0,13.64,9.09,0,0,0,4.55,0,0
9,275,openended1,none,1,1,1,1,,,1,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,275,openended2,Encourage enterprises to make sustainable improvements,1,6,99,,,99,6,66.67,66.67,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,33.33,16.67,16.67,0,16.67,0,16.67,0,16.67,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,275,openended3,"Understand the temperature distribution in different areas of the city, including temperature changes in summer and winter. Collect data on green space coverage of each community in the city and the uneven distribution of green space. Learn about the differences in housing quality between low-income and high-income neighborhoods, as well as energy consumption in different neighborhoods.",1,56,99,40.06,99,47.3,18.67,37.5,76.79,51.79,42.86,0,0,0,0,0,0,0,0,10.71,8.93,0,25,0,3.57,8.93,0,3.57,7.14,0,5.36,5.36,0,0,12.5,0,12.5,5.36,1.79,0,0,0,5.36,0,1.79,1.79,0,0,0,0,0,0,0,0,12.5,3.57,0,0,0,0,0,5.36,0,0,0,0,0,0,0,0,5.36,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,3.57,0,21.43,0,0,17.86,3.57,0,0,5.36,0,0,0,0,0,0,0,0,12.5,5.36,3.57,0,0,0,3.57,0
9,275,openended4,"One hot summer day, one of the people I met was named John. John is an elderly retiree who lives in an old-fashioned apartment with no air conditioning. One day, the temperature suddenly soared to 40 degrees Celsius, and the air was filled with heat. John got into trouble with heatstroke because he didn't take measures to prevent it in time. When I visited John that afternoon, I found him lying on the sofa, his forehead covered with sweat, his face pale, and his breath short. He told me he felt dizzy, nauseous and weak, and even had some confused thoughts. I knew right away that he might have had heat stroke. I quickly helped him find some cold water, let him slowly drink, and use a wet towel to cool his forehead. Meanwhile, I called the emergency services and asked for medical help. With the help of paramedics, John was taken to hospital for treatment",1,156,61.17,51.52,19.9,20.23,15.6,19.23,87.18,67.95,49.36,14.1,12.18,4.49,0,0,7.05,0,1.92,13.46,5.77,2.56,11.54,5.77,3.85,5.13,1.28,17.31,5.77,5.13,2.56,1.92,0,0.64,7.69,0.64,7.05,3.21,1.28,0,1.28,0,0.64,0,6.41,3.21,3.21,1.28,0,1.28,0,0,0,0,13.46,5.13,1.92,0,0,0,1.92,8.33,0,0,0,7.05,0,0,0,0,2.56,0,1.28,1.28,0,0,7.05,2.56,0.64,0,0,0,0,0.64,0,0.64,0,1.92,0,0.64,0,0,1.28,0,5.77,11.54,0,0.64,4.49,0.64,0,5.13,7.05,10.9,1.28,0.64,0,0,0,0,0,15.38,5.77,8.33,0,0,0.64,0.64,0
9,275,openended5,"In response to the call of the government, participate in more public welfare activities organized by community organizations, plant more trees, and use air purifiers in the house.",1,28,99,79.51,24.32,,28,32.14,82.14,53.57,42.86,0,0,0,0,0,0,0,0,17.86,10.71,0,21.43,0,0,3.57,0,7.14,10.71,7.14,3.57,3.57,0,0,10.71,0,10.71,3.57,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,7.14,7.14,0,0,0,0,7.14,7.14,0,0,10.71,0,3.57,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,10.71,0,0,10.71,0,0,0,0,3.57,0,0,0,0,0,0,0,14.29,3.57,10.71,0,0,0,0,0
10,360,openended1,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,360,openended2,NA,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,360,openended3,NA,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,360,openended4,NA,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,360,openended5,Don't smoke indoors.,1,3,1,1,99,,3,33.33,66.67,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,66.67,33.33,0,0,0,33.33,0,0
11,318,openended1,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,318,openended2,Reduce the heat island effect,1,5,99,,63.35,,5,0,60,20,20,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,318,openended3,Mitigation strategy,1,2,,,,,2,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,318,openended4,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,318,openended5,use bathroom and kitchen fans,1,5,39.7,,,,5,40,60,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,408,openended1,No,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,408,openended2,Lower prices in energy,1,4,99,,99,,4,0,75,75,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,408,openended3,Data,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,408,openended4,None,1,1,1,1,,,1,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,408,openended5,Filters,1,1,,,,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,286,openended1,"Yes, lots of smoke from northern fires and from all the buses and cars Allergies are worse and asthma attacks more frequent.",1,22,89.52,,5.07,1,22,18.18,86.36,68.18,50,0,0,0,0,0,0,0,0,18.18,4.55,0,13.64,4.55,0,13.64,0,4.55,18.18,18.18,4.55,0,0,4.55,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,4.55,0,4.55,0,4.55,0,4.55,0,0,9.09,4.55,4.55,0,0,0,0,0
13,286,openended2,NA,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,286,openended3,NA,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,286,openended4,NA,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,286,openended5,"No, unaware of what I can do to improve air quality.",1,11,20.83,1,5.07,99,11,27.27,81.82,72.73,63.64,18.18,9.09,9.09,0,0,0,0,9.09,9.09,0,0,18.18,18.18,0,0,9.09,18.18,9.09,0,9.09,0,9.09,0,27.27,9.09,18.18,9.09,0,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0
14,246,openended1,"Agricultural activities can release pollutants into the air, affecting community air quality.
Poor air quality can lead to decreased lung function and potential permanent damage.",1,25,89.52,63.73,1,1,12.5,48,56,40,24,0,0,0,0,0,0,0,0,4,4,0,8,8,0,4,0,12,8,4,12,4,4,8,20,0,20,0,8,8,4,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,8,4,0,0,0,0,0,12,8,4,0,0,0,0,0
14,246,openended2,Install cool roofs and green rooftops to reflect heat and create a cooling effect.,1,14,89.52,,24.32,98.65,14,28.57,78.57,50,28.57,0,0,0,0,0,0,0,0,7.14,7.14,0,7.14,0,0,14.29,0,7.14,14.29,0,7.14,0,7.14,0,14.29,0,14.29,14.29,7.14,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,35.71,0,0,0,14.29,0,21.43,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0
14,246,openended3,Online forums and discussion boards dedicated to climate change or urban planning may have information on this topic.,1,18,49.68,92.24,96.01,,18,27.78,88.89,55.56,38.89,5.56,0,0,0,0,0,0,5.56,5.56,0,0,11.11,11.11,0,11.11,0,11.11,16.67,0,5.56,0,5.56,0,27.78,0,27.78,11.11,5.56,0,11.11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,22.22,5.56,5.56,0,0,0,0,16.67,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,0,0,5.56,0,0,0,5.56,0,0,11.11,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0
14,246,openended4,"Father's outdoor work in a hot city has sunburned skin, which may increase the risk of skin cancer.",1,18,95.3,40.06,77.17,,18,22.22,100,50,38.89,5.56,0,0,0,0,0,0,5.56,11.11,11.11,0,11.11,11.11,0,0,0,11.11,5.56,5.56,11.11,5.56,5.56,0,11.11,0,11.11,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,5.56,5.56,0,0,5.56,0,0,0,0,5.56,0,0,5.56,0,0,22.22,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,22.22,0,0,16.67,0,0,5.56,0,0,5.56,5.56,0,0,0,0,0,16.67,5.56,5.56,0,0,5.56,0,0
14,246,openended5,Support local initiatives that promote clean energy sources.,1,8,62.1,,15.38,99,8,50,87.5,50,12.5,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,12.5,25,0,25,0,25,0,12.5,0,12.5,0,12.5,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,25,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
15,272,openended1,"Poor maintenance of vehicles can contribute to increased emissions and poor air quality.
Air pollution can exacerbate existing respiratory conditions, making them more difficult to manage or control.",1,28,76.24,40.06,1,1,14,46.43,64.29,53.57,32.14,3.57,3.57,0,0,0,0,3.57,0,3.57,0,0,10.71,7.14,0,7.14,0,14.29,14.29,7.14,10.71,0,0,10.71,25,0,25,0,7.14,7.14,3.57,0,3.57,0,10.71,0,10.71,0,0,0,0,0,0,0,7.14,3.57,3.57,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,10.71,7.14,3.57,0,0,0,0,0
15,272,openended2,Develop and maintain a well-connected public transportation system to reduce reliance on private vehicles and decrease heat emissions.,1,18,95.3,,,,18,50,50,44.44,27.78,0,0,0,0,0,0,0,0,5.56,5.56,0,11.11,0,0,11.11,0,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,11.11,5.56,0,0,0,0,5.56,0
15,272,openended3,Local climate action plans or sustainability plans may outline strategies specific to your area.,1,14,56.86,79.51,99,,14,35.71,78.57,42.86,28.57,7.14,7.14,0,0,7.14,0,0,0,7.14,0,0,7.14,7.14,0,7.14,0,7.14,14.29,0,21.43,0,21.43,0,28.57,0,28.57,14.29,0,0,14.29,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,7.14,14.29,0,0,0,0,0,0,21.43,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0
15,272,openended4,"Hot weather can cause prickly heat or skin irritation, especially in areas that rub or sweat.",1,16,26.1,1.71,15.38,1,16,25,87.5,50,37.5,6.25,0,0,0,0,0,0,6.25,6.25,0,0,6.25,6.25,6.25,12.5,0,12.5,6.25,0,0,0,0,0,31.25,0,31.25,0,6.25,6.25,12.5,0,12.5,0,6.25,0,6.25,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6.25,0,0,18.75,0,0,6.25,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0
15,272,openended5,Encourage the proper maintenance of vehicles to reduce emissions.,1,9,99,,,99,9,44.44,55.56,44.44,33.33,0,0,0,0,0,0,0,0,11.11,11.11,0,22.22,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
16,166,openended1,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,166,openended2,"The government can increase the vegetation coverage in cities by planting trees, building parks and green Spaces. Encourage the use of sustainable materials and technologies to reduce heat absorption and release from buildings and roads.",1,35,97.14,,4.17,65.27,17.5,37.14,65.71,45.71,37.14,0,0,0,0,0,0,0,0,8.57,8.57,0,14.29,2.86,0,11.43,0,5.71,2.86,2.86,2.86,2.86,0,0,5.71,0,5.71,0,2.86,2.86,0,0,0,0,2.86,2.86,0,0,0,0,0,0,0,0,5.71,2.86,2.86,0,0,0,0,0,0,0,0,0,5.71,2.86,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,0,0,11.43,2.86,0,2.86,0,0,2.86,0,0,0,0,0,0,8.57,5.71,2.86,0,0,0,0,0
16,166,openended3,"First of all, we need to understand the urban greening situation, investigate the green coverage rate, as well as heat sources and emissions, and residents' awareness and participation.",1,28,83.77,91.33,8.95,75.77,28,35.71,89.29,64.29,46.43,3.57,3.57,0,3.57,0,0,0,0,14.29,7.14,3.57,14.29,0,3.57,17.86,0,7.14,10.71,10.71,3.57,3.57,0,0,25,3.57,21.43,10.71,3.57,3.57,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,3.57,14.29,3.57,0,3.57,3.57,0,3.57,0,0,0,0,0,0,0,0,0,21.43,3.57,14.29,0,0,3.57,0,0
16,166,openended4,"On a hot summer day, we took part in a fierce football match. Because of the hot weather, I exercised hard during the race and sweated a lot. I began to feel dizzy and weak. It's one of the classic symptoms of heat stroke. After realizing I was unwell, my teammates quickly helped me lie down and lower my temperature with a wet towel. When the emergency services arrived, they moved me to the shade and drank some electrolyte drinks to replace the electrolytes that were lost in my body. The paramedics continued to monitor my temperature and symptoms. As my temperature gradually dropped, my condition began to stabilize. The medical staff also conducted a detailed interview and examination to determine if there were any other complications.",1,127,83.08,9.38,98.32,6.58,14.11,26.77,86.61,71.65,51.18,11.81,10.24,8.66,0.79,0,0,0.79,1.57,19.69,10.24,0.79,13.39,3.15,3.15,9.45,0,14.17,8.66,3.94,3.94,2.36,0,1.57,7.87,0,7.87,3.15,0.79,0,1.57,0,2.36,0,3.15,0.79,2.36,0.79,0,0.79,0,0.79,0,0,5.51,3.15,1.57,0,0,0,0.79,3.15,0,0,0,0,0,0,0,0,3.15,0.79,0,2.36,0,0,7.87,4.72,0.79,0,0,0,0,1.57,0,0.79,0,0.79,0,0,0,0,0,0,1.57,12.6,0,3.15,4.72,0,0,5.51,7.87,10.24,1.57,0,0,0,0,0,0,11.81,7.09,3.94,0,0,0.79,0,0
