"","STATEFP.x","COUNTYFP","TRACTCE","GEOID.x","NAME.x","NAMELSAD","MTFCC","FUNCSTAT","ALAND.x","AWATER.x","INTPTLAT","INTPTLON","STATEFP.y","SLDUST","AFFGEOID","GEOID.y","NAME.y","LSAD","LSY","ALAND.y","AWATER.y"
"892","55","133","203902","55133203902","2039.02","Census Tract 2039.02","G5020","S",10767473,273767,"+42.8660781","-088.3182051","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"892.1","55","133","203902","55133203902","2039.02","Census Tract 2039.02","G5020","S",10767473,273767,"+42.8660781","-088.3182051","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"892.2","55","133","203902","55133203902","2039.02","Census Tract 2039.02","G5020","S",10767473,273767,"+42.8660781","-088.3182051","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"893","55","133","203704","55133203704","2037.04","Census Tract 2037.04","G5020","S",17565249,1945233,"+43.0726394","-088.3706041","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"894","55","133","204501","55133204501","2045.01","Census Tract 2045.01","G5020","S",60923462,1610684,"+43.1700863","-088.4700526","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"894.1","55","133","204501","55133204501","2045.01","Census Tract 2045.01","G5020","S",60923462,1610684,"+43.1700863","-088.4700526","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"894.2","55","133","204501","55133204501","2045.01","Census Tract 2045.01","G5020","S",60923462,1610684,"+43.1700863","-088.4700526","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"895","55","133","204004","55133204004","2040.04","Census Tract 2040.04","G5020","S",77876336,2135779,"+42.9695379","-088.4659067","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"895.1","55","133","204004","55133204004","2040.04","Census Tract 2040.04","G5020","S",77876336,2135779,"+42.9695379","-088.4659067","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"896","55","133","200804","55133200804","2008.04","Census Tract 2008.04","G5020","S",6815737,91071,"+43.0731302","-088.1470563","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"897","55","133","201703","55133201703","2017.03","Census Tract 2017.03","G5020","S",6785217,60079,"+42.9087810","-088.1157111","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"898","55","133","202101","55133202101","2021.01","Census Tract 2021.01","G5020","S",17013033,310059,"+42.9649005","-088.2946390","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"899","55","133","202901","55133202901","2029.01","Census Tract 2029.01","G5020","S",5234631,91978,"+43.0354165","-088.1964525","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"899.1","55","133","202901","55133202901","2029.01","Census Tract 2029.01","G5020","S",5234631,91978,"+43.0354165","-088.1964525","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"900","55","133","203305","55133203305","2033.05","Census Tract 2033.05","G5020","S",11677278,179380,"+43.0644142","-088.2623102","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"901","55","133","203703","55133203703","2037.03","Census Tract 2037.03","G5020","S",11477601,2390705,"+43.0888113","-088.4079578","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"901.1","55","133","203703","55133203703","2037.03","Census Tract 2037.03","G5020","S",11477601,2390705,"+43.0888113","-088.4079578","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"902","55","133","203901","55133203901","2039.01","Census Tract 2039.01","G5020","S",13331026,2025997,"+42.8683444","-088.3453439","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"902.1","55","133","203901","55133203901","2039.01","Census Tract 2039.01","G5020","S",13331026,2025997,"+42.8683444","-088.3453439","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"903","55","133","204003","55133204003","2040.03","Census Tract 2040.03","G5020","S",32994249,1623680,"+42.9973310","-088.5225754","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"903.1","55","133","204003","55133204003","2040.03","Census Tract 2040.03","G5020","S",32994249,1623680,"+42.9973310","-088.5225754","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"903.2","55","133","204003","55133204003","2040.03","Census Tract 2040.03","G5020","S",32994249,1623680,"+42.9973310","-088.5225754","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"904","55","027","961400","55027961400","9614","Census Tract 9614","G5020","S",219362622,4261021,"+43.4231804","-088.5146226","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"904.1","55","027","961400","55027961400","9614","Census Tract 9614","G5020","S",219362622,4261021,"+43.4231804","-088.5146226","55","020","610U600US55020","55020","20","LU","2018",2543861755,2357570087
"905","55","027","961800","55027961800","9618","Census Tract 9618","G5020","S",337362976,5224031,"+43.3048809","-088.9020991","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"905.1","55","027","961800","55027961800","9618","Census Tract 9618","G5020","S",337362976,5224031,"+43.3048809","-088.9020991","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"906","55","027","960100","55027960100","9601","Census Tract 9601","G5020","S",149285928,1223464,"+43.5653895","-088.4691921","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"906.1","55","027","960100","55027960100","9601","Census Tract 9601","G5020","S",149285928,1223464,"+43.5653895","-088.4691921","55","020","610U600US55020","55020","20","LU","2018",2543861755,2357570087
"906.2","55","027","960100","55027960100","9601","Census Tract 9601","G5020","S",149285928,1223464,"+43.5653895","-088.4691921","55","018","610U600US55018","55018","18","LU","2018",1568804577,338141357
"907","55","027","961000","55027961000","9610","Census Tract 9610","G5020","S",2931685,1383126,"+43.4450116","-088.8514792","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"908","55","027","961700","55027961700","9617","Census Tract 9617","G5020","S",209025324,1611652,"+43.2655882","-088.7457946","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"909","55","027","960200","55027960200","9602","Census Tract 9602","G5020","S",318064952,11288279,"+43.5679810","-088.6723270","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"909.1","55","027","960200","55027960200","9602","Census Tract 9602","G5020","S",318064952,11288279,"+43.5679810","-088.6723270","55","018","610U600US55018","55018","18","LU","2018",1568804577,338141357
"909.2","55","027","960200","55027960200","9602","Census Tract 9602","G5020","S",318064952,11288279,"+43.5679810","-088.6723270","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"910","55","027","961200","55027961200","9612","Census Tract 9612","G5020","S",23757573,2663690,"+43.4662340","-088.6251133","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"910.1","55","027","961200","55027961200","9612","Census Tract 9612","G5020","S",23757573,2663690,"+43.4662340","-088.6251133","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"911","55","027","961300","55027961300","9613","Census Tract 9613","G5020","S",15592620,394679,"+43.4962042","-088.5449627","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"912","55","027","961900","55027961900","9619","Census Tract 9619","G5020","S",9350380,147146,"+43.2088265","-088.7311370","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"913","55","027","960900","55027960900","9609","Census Tract 9609","G5020","S",4074323,40256,"+43.4450296","-088.8334795","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"914","55","027","961500","55027961500","9615","Census Tract 9615","G5020","S",186119536,1516960,"+43.2855877","-088.4739080","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"914.1","55","027","961500","55027961500","9615","Census Tract 9615","G5020","S",186119536,1516960,"+43.2855877","-088.4739080","55","020","610U600US55020","55020","20","LU","2018",2543861755,2357570087
"914.2","55","027","961500","55027961500","9615","Census Tract 9615","G5020","S",186119536,1516960,"+43.2855877","-088.4739080","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"914.3","55","027","961500","55027961500","9615","Census Tract 9615","G5020","S",186119536,1516960,"+43.2855877","-088.4739080","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"915","55","027","960400","55027960400","9604","Census Tract 9604","G5020","S",209191890,7588734,"+43.5120364","-088.8206797","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"915.1","55","027","960400","55027960400","9604","Census Tract 9604","G5020","S",209191890,7588734,"+43.5120364","-088.8206797","55","018","610U600US55018","55018","18","LU","2018",1568804577,338141357
"915.2","55","027","960400","55027960400","9604","Census Tract 9604","G5020","S",209191890,7588734,"+43.5120364","-088.8206797","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"916","55","027","960700","55027960700","9607","Census Tract 9607","G5020","S",6319891,3275211,"+43.4776695","-088.8391067","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"917","55","027","960600","55027960600","9606","Census Tract 9606","G5020","S",172733461,16119686,"+43.4663965","-088.9370912","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"917.1","55","027","960600","55027960600","9606","Census Tract 9606","G5020","S",172733461,16119686,"+43.4663965","-088.9370912","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"918","55","027","960300","55027960300","9603","Census Tract 9603","G5020","S",13513296,5191,"+43.6226965","-088.7501535","55","018","610U600US55018","55018","18","LU","2018",1568804577,338141357
"918.1","55","027","960300","55027960300","9603","Census Tract 9603","G5020","S",13513296,5191,"+43.6226965","-088.7501535","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"919","55","009","020600","55009020600","206","Census Tract 206","G5020","S",156007589,1108253,"+44.3997642","-087.8249087","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"919.1","55","009","020600","55009020600","206","Census Tract 206","G5020","S",156007589,1108253,"+44.3997642","-087.8249087","55","001","610U600US55001","55001","1","LU","2018",3903672534,7110221700
"920","55","035","000803","55035000803","8.03","Census Tract 8.03","G5020","S",6501077,0,"+44.7769929","-091.4509602","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"921","55","035","000900","55035000900","9","Census Tract 9","G5020","S",6931346,397530,"+44.7807720","-091.5207380","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"922","55","035","001101","55035001101","11.01","Census Tract 11.01","G5020","S",929624,189454,"+44.8095751","-091.4987236","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"923","55","089","640200","55089640200","6402","Census Tract 6402","G5020","S",55269913,719040,"+43.3240261","-087.9224610","55","020","610U600US55020","55020","20","LU","2018",2543861755,2357570087
"923.1","55","089","640200","55089640200","6402","Census Tract 6402","G5020","S",55269913,719040,"+43.3240261","-087.9224610","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"924","55","089","660301","55089660301","6603.01","Census Tract 6603.01","G5020","S",15601675,704479,"+43.2336348","-087.9360549","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"925","55","079","010800","55079010800","108","Census Tract 108","G5020","S",324635,0,"+43.0573383","-087.8898619","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"926","55","079","011000","55079011000","110","Census Tract 110","G5020","S",278149,0,"+43.0500535","-087.8972725","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"927","55","079","011100","55079011100","111","Census Tract 111","G5020","S",247935,0,"+43.0493392","-087.9015596","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"928","55","079","011200","55079011200","112","Census Tract 112","G5020","S",375296,35020,"+43.0551222","-087.8974218","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"928.1","55","079","011200","55079011200","112","Census Tract 112","G5020","S",375296,35020,"+43.0551222","-087.8974218","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"929","55","079","010700","55079010700","107","Census Tract 107","G5020","S",587454,25046,"+43.0607213","-087.9018938","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"929.1","55","079","010700","55079010700","107","Census Tract 107","G5020","S",587454,25046,"+43.0607213","-087.9018938","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"930","55","079","011300","55079011300","113","Census Tract 113","G5020","S",433646,37538,"+43.0487688","-087.9066295","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"930.1","55","079","011300","55079011300","113","Census Tract 113","G5020","S",433646,37538,"+43.0487688","-087.9066295","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"931","55","079","011400","55079011400","114","Census Tract 114","G5020","S",512182,39102,"+43.0531715","-087.9105225","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
